-1.227201461034321891e-08,-3.407297039748482197e-05,1.041168301768174320e+00
-8.729952425631570158e-09,-2.987624866714854837e-05,7.682985630160021895e-01
-1.364958988995686577e-08,-1.245008452961495918e-05,1.221766623467281931e+00
-1.321587067575557199e-08,-2.071162703888258046e-05,1.299603477390558259e+00
-1.539021021236154755e-08,-2.050437988085248827e-05,1.494520056169281963e+00
-2.432093900501461730e-08,-2.993404365936477062e-05,2.424903458859272831e+00
-2.246391847912276603e-08,-1.306057443122243344e-06,2.314111155304365841e+00
-1.643631822926627998e-08,-8.879190422853965731e-06,2.071702606271276892e+00
-1.924167597452720842e-08,-2.551971727834867265e-05,2.418605114802783174e+00
-3.210647261841074902e-08,2.290503664247993545e-06,4.045515966521911366e+00
-2.217715724031471624e-08,-6.122039882346126248e-05,3.655746432537622770e+00
-1.182179722784220603e-08,-1.242061873917477317e-04,3.767512215407970100e+00
-1.043863256450389359e-08,-1.601137824411413683e-04,4.311039658960030607e+00
-8.869760880646742304e-09,-7.273753951839375157e-05,6.642974494664369622e+00
-1.317578443099490209e-09,4.276242810420888022e-06,8.302529150541793967e+00
-3.447410460474571479e-09,-6.838089481750976948e-06,1.293700460819098019e+01
1.643095954428346020e-08,2.358694795471646404e-05,1.781777990492081543e+01
7.095607167861335934e-08,-2.413646932549223760e-05,2.154587232258857910e+01
1.036352755503752279e-07,1.003806188757016871e-04,2.612942664978329788e+01
1.418619304414962443e-07,1.542811885905902834e-04,2.964514961973862839e+01
1.547477414207870859e-07,4.561171126647548690e-05,3.634784282544386258e+01
1.739803976423856423e-07,2.449670910994346545e-06,4.305116756526210509e+01
1.944904096600401451e-07,3.579369477569423945e-05,5.046060044748696072e+01
1.893817699015986547e-07,1.636855462713004137e-04,6.047322404375901073e+01
1.902073550600494424e-07,-9.848307255110591972e-06,7.138387978600664496e+01
2.062896839742864039e-07,1.493766875792058662e-04,7.709046611728167875e+01
1.966194365843195793e-07,-1.557476056250807093e-04,8.787419097056077533e+01
2.134552542828282942e-07,-3.856338900558385196e-04,9.113586415309869437e+01
2.253430475079460113e-07,-4.348060030105374953e-04,9.545269524646076320e+01
2.336531837434578742e-07,-2.619049528483094014e-04,1.026195515907094347e+02
2.202696735464854658e-07,-1.357404751145740377e-04,1.110620709735649854e+02
2.518503681732692517e-07,-2.800221868674171530e-04,1.126053499548953880e+02
2.533661658689137771e-07,-2.002497249646195319e-04,1.155688822546245405e+02
2.618251683739696562e-07,-4.641793663187289740e-05,1.152510872395271235e+02
2.717214340913298066e-07,2.227950955626857999e-04,1.315317911669675652e+02
2.551331197310177765e-07,6.393100726464215691e-05,1.422150054288228489e+02
2.497931033155693195e-07,2.391749174536005691e-04,1.463380287863044771e+02
2.435018656324940789e-07,1.207798325453911378e-04,1.524478704754803573e+02
2.730035987537781649e-07,3.724302995254663703e-04,1.552569171502730683e+02
2.601979560908096190e-07,3.593309562873729548e-04,1.630491138857659053e+02
2.821751395511659784e-07,2.376624624904754711e-04,1.672312185762822025e+02
2.817010280218205859e-07,5.363394441885036760e-05,1.601807389797256747e+02
2.858127773027840020e-07,-2.331855915031773416e-04,1.569561806866724112e+02
3.105558742003388674e-07,4.940764310434472232e-04,1.594315778095780729e+02
2.975139382776054266e-07,4.746418701071189353e-04,1.662426943746356471e+02
3.063051906155090542e-07,6.794704753244474975e-04,1.563705320339674358e+02
3.134160839170390975e-07,4.194911115611019083e-04,1.627355876915322312e+02
2.917886884876323145e-07,2.471020771088221690e-04,1.657829040248084880e+02
3.146352085251747721e-07,5.382186894190273217e-04,1.628359059972998750e+02
3.036606275483501830e-07,5.947095697894988009e-04,1.662236161608521172e+02
3.109450080800659600e-07,7.126192090654281117e-04,1.634449645086088765e+02
3.053578369524669112e-07,4.040076137174259557e-04,1.636097764428953383e+02
3.041237225651978233e-07,5.463832100040588507e-04,1.613549845094988484e+02
1.495152234000772860e-07,-5.309517185663255746e-04,2.494790068639884737e+02
1.661875234613003063e-07,-4.469714941915124196e-04,2.446376492566225522e+02
1.482796430377552002e-07,-4.375009756938702705e-04,2.428596276917539285e+02
1.546902252550552653e-07,-4.592398026248197007e-04,2.401708599633256256e+02
1.709134403787562860e-07,-4.892837996207274583e-04,2.458768954564966975e+02
1.298980950638456809e-07,-3.410363967162770358e-04,2.537375541756370012e+02
1.507911311024159072e-07,-3.289554503463299135e-04,2.501733476167615038e+02
1.673484686960846096e-07,1.747296801920158983e-04,2.525988687316302048e+02
1.673936859487093980e-07,1.354755122113766657e-04,2.622938326053799187e+02
1.488274813290011601e-07,2.030299104211553182e-04,2.674366181651797660e+02
1.704791774690892890e-07,3.339419681918351151e-04,2.558483328225488833e+02
2.048648395980682324e-07,-1.192476081748233060e-04,2.368752762151794968e+02
2.124311852846301630e-07,4.680284120514635593e-05,2.407015611024717998e+02
2.070318726384745721e-07,2.008596564939830456e-04,2.488790327946580874e+02
1.938572467371819382e-07,-8.949661976287403545e-05,2.488808541499564626e+02
1.926692354742329370e-07,-1.390363207770433436e-04,2.473632024991443359e+02
1.914809735296866013e-07,-2.221628608696833240e-04,2.488329159277084273e+02
1.854119903797553201e-07,-4.230833250442056503e-05,2.449544293018369387e+02
1.906698257502112314e-07,-5.168015143539364374e-05,2.439051928306813579e+02
1.867507455726581214e-07,-1.722055589765559961e-04,2.446026788542984605e+02
1.727697210804927981e-07,-2.466838202459765918e-04,2.462345140621586950e+02
1.756638505693137558e-07,-2.761523967752773420e-04,2.468569180321573526e+02
1.756345347642120255e-07,-4.711700326531123952e-04,2.454303345373483296e+02
1.876273789293511407e-07,8.538216120307672897e-05,2.309363260889578555e+02
1.628614333680458483e-07,-4.647765017835510945e-04,2.434291725266323851e+02
