strain,fit,x1,x2,x3,x4
bgt127,48h,1.600213297686266,417.16935917404936,0.9999999999999999,0.1996094718849269
jt305,48h,0.8501538499127318,2378.0122172895453,0.9999999999999999,0.1194448358669721
gob33,48h,0.9088551998357054,99999.99999831193,0.9999999999999999,0.1153589808654339
y55,48h,1.304522771651877,3104.5370914126606,0.9999999999999999,0.1519593449357936
bh1514,48h,1.5894793501614017,264.2427922892492,0.9999999999999999,0.19747691424388591
ea387,48h,1.4472079781785556,407.616596150891,0.9999999999999999,0.18305497802162943
cc117,48h,1.974931357897539,635.5212853437482,0.9999999999999999,0.23355525498119373
sw520,48h,1.8871865011845474,343.9192388617771,0.9999999999999999,0.2236999069428145
sw519,48h,1.1086942373320932,388.3716673149089,0.9999999999999999,0.14774422338649995
